Dia;Device ID;Reservatório;Condomínio;Leituras;Nível mín (%);Nível médio (%);Nível máx (%);Leituras c/ bomba ligada
2026-05-26T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;30;42;46;29
2026-05-26T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;53;67;82;93
2026-05-25T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;37;57;69;77;10
2026-05-25T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;25;33;51;55;6
2026-05-25T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;48;61;75;27
2026-05-25T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;44;57;67;24
2026-05-25T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;40;50;61;43
2026-05-25T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;55;71;85;21
2026-05-25T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;44;50;65;29
2026-05-25T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;54;67;81;90
2026-05-24T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;62;77;82;25
2026-05-24T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;12;49;60;66;3
2026-05-24T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;10;58;64;72;3
2026-05-24T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;39;57;73;24
2026-05-24T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;34;50;62;43
2026-05-24T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;57;73;81;21
2026-05-24T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;45;59;67;29
2026-05-24T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;46;64;77;95
2026-05-24T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;46;64;77;95
2026-05-23T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;52;66;83;25
2026-05-23T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;11;46;56;61;3
2026-05-23T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;34;53;58;76;10
2026-05-23T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;44;60;73;24
2026-05-23T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;44;54;67;43
2026-05-23T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;50;64;79;21
2026-05-23T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;42;50;54;29
2026-05-23T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;50;60;68;93
2026-05-22T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;67;72;88;25
2026-05-22T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;52;59;74;23
2026-05-22T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;39;54;72;27
2026-05-22T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;55;65;83;24
2026-05-22T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;43;55;71;43
2026-05-22T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;37;54;58;21
2026-05-22T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;44;54;71;29
2026-05-22T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;61;70;75;92
2026-05-21T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;56;67;73;25
2026-05-21T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;10;45;52;66;2
2026-05-21T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;42;59;69;27
2026-05-21T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;50;61;71;24
2026-05-21T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;41;54;62;42
2026-05-21T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;41;54;62;42
2026-05-21T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;49;62;73;21
2026-05-21T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;33;51;69;29
2026-05-21T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;42;56;69;93
2026-05-20T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;24;53;70;75;6
2026-05-20T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;60;64;77;23
2026-05-20T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;38;42;53;27
2026-05-20T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;48;57;69;24
2026-05-20T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;48;54;70;42
2026-05-20T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;56;66;76;21
2026-05-20T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;41;52;60;29
2026-05-20T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;40;58;66;90
2026-05-19T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;56;71;89;25
2026-05-19T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;43;58;76;23
2026-05-19T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;44;56;64;27
2026-05-19T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;52;58;73;24
2026-05-19T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;51;56;69;42
2026-05-19T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;54;60;76;21
2026-05-19T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;55;62;76;29
2026-05-19T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;45;57;69;86
2026-05-18T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;51;64;72;25
2026-05-18T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;53;62;76;23
2026-05-18T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;44;61;75;27
2026-05-18T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;50;60;75;24
2026-05-18T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;42;52;63;42
2026-05-18T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;65;71;85;21
2026-05-18T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;40;55;64;29
2026-05-18T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;62;66;73;93
2026-05-17T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;56;64;80;25
2026-05-17T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;53;62;79;23
2026-05-17T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;39;46;59;27
2026-05-17T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;36;54;66;24
2026-05-17T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;49;57;74;41
2026-05-17T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;62;73;78;21
2026-05-17T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;47;59;65;29
2026-05-17T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;58;67;82;94
2026-05-16T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;46;58;63;25
2026-05-16T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;58;63;80;23
2026-05-16T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;12;41;52;64;3
2026-05-16T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;49;58;67;24
2026-05-16T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;49;55;59;41
2026-05-16T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;63;69;81;21
2026-05-16T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;55;60;75;29
2026-05-16T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;49;53;64;90
2026-05-15T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;50;65;71;25
2026-05-15T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;57;65;74;23
2026-05-15T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;10;42;53;64;3
2026-05-15T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;43;54;59;24
2026-05-15T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;43;56;64;41
2026-05-15T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;52;70;83;21
2026-05-15T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;48;53;71;29
2026-05-15T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;55;62;71;90
2026-05-14T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;54;59;63;25
2026-05-14T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;55;66;82;23
2026-05-14T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;45;57;62;27
2026-05-14T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;54;61;69;24
2026-05-14T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;44;61;65;41
2026-05-14T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;55;68;78;21
2026-05-14T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;38;56;70;29
2026-05-14T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;60;64;75;90
2026-05-13T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;52;61;71;25
2026-05-13T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;15;61;71;88;4
2026-05-13T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;39;45;53;27
2026-05-13T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;56;64;80;24
2026-05-13T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;54;60;74;41
2026-05-13T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;62;69;84;21
2026-05-13T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;47;59;63;29
2026-05-13T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;38;51;63;90
2026-05-12T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;51;57;69;25
2026-05-12T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;52;63;67;23
2026-05-12T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;40;49;53;27
2026-05-12T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;37;54;68;24
2026-05-12T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;53;61;76;40
2026-05-12T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;68;76;82;21
2026-05-12T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;40;56;70;29
2026-05-12T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;41;46;59;87
2026-05-11T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;34;49;58;67;9
2026-05-11T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;61;78;95;23
2026-05-11T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;50;54;63;27
2026-05-11T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;43;60;71;24
2026-05-11T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;56;62;70;40
2026-05-11T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;58;68;86;21
2026-05-11T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;51;62;79;29
2026-05-11T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;50;58;63;92
2026-05-10T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;54;60;74;25
2026-05-10T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;27;61;78;83;6
2026-05-10T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;46;50;56;27
2026-05-10T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;63;69;84;24
2026-05-10T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;45;60;72;40
2026-05-10T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;60;74;85;21
2026-05-10T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;55;63;69;29
2026-05-10T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;41;52;63;92
2026-05-09T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;52;61;71;25
2026-05-09T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;15;53;64;68;4
2026-05-09T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;40;38;46;62;11
2026-05-09T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;58;68;85;24
2026-05-09T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;50;58;65;40
2026-05-09T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;47;65;78;21
2026-05-09T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;49;58;76;29
2026-05-09T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;33;46;50;89
2026-05-08T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;47;61;70;25
2026-05-08T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;56;70;86;23
2026-05-08T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;50;56;62;27
2026-05-08T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;39;57;69;24
2026-05-08T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;40;57;64;39
2026-05-08T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;66;71;78;21
2026-05-08T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;47;53;71;29
2026-05-08T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;39;50;61;93
2026-05-07T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;48;59;63;25
2026-05-07T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;36;49;64;82;9
2026-05-07T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;25;43;56;27
2026-05-07T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;38;54;72;24
2026-05-07T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;50;66;78;39
2026-05-07T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;59;76;80;21
2026-05-07T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;53;58;63;29
2026-05-07T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;30;47;61;89
2026-05-06T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;39;45;59;75;10
2026-05-06T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;62;71;86;23
2026-05-06T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;43;49;65;27
2026-05-06T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;47;60;69;24
2026-05-06T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;49;64;77;39
2026-05-06T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;60;64;71;21
2026-05-06T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;46;59;72;29
2026-05-06T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;28;41;55;93
2026-05-05T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;47;62;76;25
2026-05-05T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;46;56;63;23
2026-05-05T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;43;50;67;27
2026-05-05T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;61;77;88;24
2026-05-05T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;60;66;73;39
2026-05-05T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;71;78;92;21
2026-05-05T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;44;62;78;29
2026-05-05T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;28;44;57;91
2026-05-04T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;31;54;66;82;8
2026-05-04T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;68;75;88;23
2026-05-04T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;48;55;68;27
2026-05-04T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;57;68;74;24
2026-05-04T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;51;67;82;38
2026-05-04T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;49;64;76;21
2026-05-04T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;50;61;70;29
2026-05-04T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;35;51;65;90
2026-05-03T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;58;74;78;25
2026-05-03T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;54;72;81;23
2026-05-03T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;31;44;51;27
2026-05-03T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;75;79;91;24
2026-05-03T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;60;67;76;38
2026-05-03T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;49;60;70;21
2026-05-03T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;55;63;73;29
2026-05-03T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;39;55;71;94
2026-05-02T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;42;50;64;25
2026-05-02T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;50;60;71;23
2026-05-02T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;43;49;65;27
2026-05-02T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;62;74;85;24
2026-05-02T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;61;66;81;38
2026-05-02T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;52;59;65;21
2026-05-02T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;45;54;61;29
2026-05-02T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;49;55;63;90
2026-05-01T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;43;49;66;84;11
2026-05-01T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;48;59;68;23
2026-05-01T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;47;51;55;27
2026-05-01T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;49;59;66;24
2026-05-01T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;54;69;80;38
2026-05-01T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;51;56;69;21
2026-05-01T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;48;57;75;29
2026-05-01T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;38;55;69;89
2026-04-30T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;54;65;69;25
2026-04-30T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;15;44;55;67;4
2026-04-30T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;39;53;66;27
2026-04-30T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;62;67;83;24
2026-04-30T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;55;64;73;37
2026-04-30T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;44;58;72;21
2026-04-30T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;46;59;71;29
2026-04-30T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;44;51;69;89
2026-04-29T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;52;67;77;25
2026-04-29T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;25;43;60;73;6
2026-04-29T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;36;53;64;27
2026-04-29T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;63;67;85;24
2026-04-29T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;59;71;80;37
2026-04-29T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;55;64;71;21
2026-04-29T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;45;49;62;29
2026-04-29T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;53;58;70;94
2026-04-28T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;52;63;76;25
2026-04-28T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;43;51;66;23
2026-04-28T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;51;56;73;27
2026-04-28T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;49;63;78;24
2026-04-28T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;57;68;80;37
2026-04-28T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;46;52;61;21
2026-04-28T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;44;57;70;29
2026-04-28T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;51;66;75;93
2026-04-27T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;60;65;70;25
2026-04-27T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;50;68;84;23
2026-04-27T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;44;58;67;27
2026-04-27T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;54;69;79;24
2026-04-27T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;53;68;75;37
2026-04-27T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;49;59;67;21
2026-04-27T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;41;51;56;29
2026-04-27T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;53;63;75;92
2026-04-26T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;62;70;79;25
2026-04-26T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;47;57;66;23
2026-04-26T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;29;42;54;72;8
